State	Up	Down	Left	Right	Policy
((4, 13), (2, 11))	-53.40	-45.14	-191.52	-56.57	DOWN
((4, 13), (3, 1))	-576.72	-576.97	-901.26	-599.30	UP
((4, 13), (3, 2))	-613.60	-612.92	-853.23	-630.75	DOWN
((4, 13), (3, 4))	-553.05	-551.96	-882.21	-550.85	RIGHT
((4, 13), (3, 5))	-430.42	-421.36	-730.49	-421.07	RIGHT
((4, 13), (3, 7))	-84.32	-92.30	-415.24	-85.12	UP
((4, 13), (3, 8))	-143.67	-144.19	-619.93	-143.94	UP
((4, 13), (3, 9))	-67.25	-66.35	-413.61	-66.45	DOWN
((4, 13), (3, 10))	-48.69	-15.53	-191.52	-15.74	DOWN
((4, 13), (4, 1))	-655.04	-656.07	-834.25	-654.84	RIGHT
((4, 13), (4, 2))	-590.76	-591.57	-897.75	-606.67	UP
((4, 13), (4, 4))	-554.45	-554.10	-759.24	-554.58	DOWN
((4, 13), (4, 5))	-262.68	-266.48	-846.56	-293.53	UP
((4, 13), (4, 6))	-216.68	-214.63	-577.51	-214.99	DOWN
((4, 13), (4, 7))	-132.70	-126.96	-474.18	-126.09	RIGHT
((4, 13), (4, 8))	-95.15	-143.22	-347.34	-94.80	RIGHT
((4, 13), (4, 9))	-141.97	-141.59	-656.53	-141.38	RIGHT
((4, 13), (4, 10))	-73.36	-77.23	-411.97	-75.15	UP
((5, 0), (1, 1))	-727.37	-771.60	-772.35	-771.93	UP
((5, 0), (1, 2))	-750.19	-750.88	-749.51	-749.65	LEFT
((5, 0), (1, 3))	-747.34	-746.70	-746.33	-747.08	LEFT
((5, 0), (1, 4))	-680.26	-678.90	-679.99	-679.12	DOWN
((5, 0), (1, 5))	-653.56	-651.42	-651.48	-651.01	RIGHT
((5, 0), (1, 8))	-8.30	-6.29	-6.29	-8.15	DOWN
((5, 0), (1, 9))	-37.20	-37.61	-37.26	-37.61	UP
((5, 0), (2, 1))	-619.22	-783.96	-783.37	-783.89	UP
((5, 0), (2, 2))	-760.81	-760.13	-760.55	-761.36	DOWN
((5, 0), (2, 4))	-670.38	-669.42	-669.72	-670.19	DOWN
((5, 0), (2, 5))	-596.38	-597.13	-597.32	-596.53	UP
((5, 0), (2, 8))	-65.87	-65.25	-65.55	-64.86	RIGHT
((5, 0), (2, 9))	-48.70	-46.90	-48.08	-47.38	DOWN
((5, 0), (2, 10))	-5.39	-5.69	-5.69	-7.06	UP
((5, 0), (2, 11))	0.00	0.00	0.00	-1.80	UP
((5, 0), (3, 1))	-359.64	-787.76	-682.22	-677.81	UP
((5, 0), (3, 2))	-775.05	-775.30	-775.10	-775.02	RIGHT
((5, 0), (3, 4))	-665.59	-665.42	-664.63	-664.81	LEFT
((5, 0), (3, 5))	-497.16	-497.01	-497.34	-497.67	DOWN
((5, 0), (3, 7))	-68.26	-66.91	-68.27	-68.37	DOWN
((5, 0), (3, 8))	-58.49	-57.27	-58.25	-58.69	DOWN
((5, 0), (3, 9))	-59.76	-58.81	-60.02	-60.09	DOWN
((5, 0), (3, 10))	-3.36	-3.40	-3.40	-4.75	UP
((5, 0), (4, 1))	-409.27	-384.38	-383.88	-377.63	RIGHT
((5, 0), (4, 2))	-791.34	-791.04	-791.51	-791.80	DOWN
((5, 0), (4, 4))	-623.73	-624.32	-624.06	-624.44	UP
((5, 0), (4, 5))	-456.54	-455.90	-456.54	-456.58	DOWN
((5, 0), (4, 6))	-277.86	-278.72	-277.84	-278.12	LEFT
((5, 0), (4, 7))	-98.22	-97.12	-97.68	-96.97	RIGHT
((5, 0), (4, 8))	-103.89	-103.18	-105.17	-103.92	DOWN
((5, 0), (4, 9))	-77.31	-78.29	-77.57	-78.42	UP
((5, 0), (4, 10))	-54.53	-54.57	-54.87	-55.19	UP
((5, 1), (1, 1))	-768.53	-772.36	-772.13	-771.80	UP
((5, 1), (1, 2))	-750.10	-749.90	-751.04	-750.15	DOWN
((5, 1), (1, 3))	-746.50	-746.82	-747.63	-753.27	UP
((5, 1), (1, 4))	-677.74	-677.55	-679.06	-680.74	DOWN
((5, 1), (1, 5))	-651.71	-650.85	-651.33	-651.47	DOWN
((5, 1), (1, 8))	-7.76	-8.00	-8.36	-7.74	RIGHT
((5, 1), (1, 9))	-37.82	-35.93	-37.47	-36.48	DOWN
((5, 1), (2, 1))	-356.92	-706.79	-772.88	-780.99	UP
((5, 1), (2, 2))	-761.76	-761.12	-761.93	-764.68	DOWN
((5, 1), (2, 4))	-670.00	-670.55	-669.52	-669.36	RIGHT
((5, 1), (2, 5))	-595.69	-595.92	-596.05	-596.41	UP
((5, 1), (2, 8))	-66.73	-65.49	-65.68	-71.50	DOWN
((5, 1), (2, 9))	-45.83	-47.64	-47.04	-47.20	UP
((5, 1), (2, 10))	-5.42	-7.03	-7.08	-7.24	UP
((5, 1), (2, 11))	0.00	-1.80	0.00	-1.70	UP
((5, 1), (3, 1))	-354.26	-372.58	-459.46	-439.10	UP
((5, 1), (3, 2))	-776.89	-776.80	-776.96	-786.32	DOWN
((5, 1), (3, 4))	-665.63	-665.14	-665.64	-665.25	DOWN
((5, 1), (3, 5))	-497.38	-496.70	-497.09	-496.01	RIGHT
((5, 1), (3, 7))	-69.67	-70.70	-70.70	-70.31	UP
((5, 1), (3, 8))	-58.84	-59.35	-59.88	-88.32	UP
((5, 1), (3, 9))	-60.10	-60.04	-59.89	-59.81	RIGHT
((5, 1), (3, 10))	-4.96	-4.64	-3.53	-4.36	LEFT
((5, 1), (4, 1))	-359.92	-375.45	-375.86	-376.53	UP
((5, 1), (4, 2))	-798.12	-793.19	-793.45	-790.79	RIGHT
((5, 1), (4, 4))	-624.89	-624.61	-624.14	-637.83	LEFT
((5, 1), (4, 5))	-457.32	-458.03	-458.02	-474.11	UP
((5, 1), (4, 6))	-278.87	-277.99	-278.54	-284.96	DOWN
((5, 1), (4, 7))	-98.67	-99.13	-98.58	-109.18	LEFT
((5, 1), (4, 8))	-104.81	-104.93	-105.30	-136.95	UP
((5, 1), (4, 9))	-78.70	-77.47	-77.70	-77.89	DOWN
((5, 1), (4, 10))	-54.92	-55.96	-54.73	-53.58	RIGHT
((5, 2), (1, 1))	-772.19	-782.94	-772.51	-962.57	UP
((5, 2), (1, 2))	-756.90	-764.25	-751.90	-994.47	LEFT
((5, 2), (1, 3))	-737.46	-753.80	-736.45	-936.80	LEFT
((5, 2), (1, 4))	-658.15	-656.59	-656.89	-952.23	DOWN
((5, 2), (1, 5))	-647.96	-647.46	-646.49	-964.72	LEFT
((5, 2), (1, 8))	-7.53	-7.59	-8.13	-101.80	UP
((5, 2), (1, 9))	-37.74	-37.63	-37.15	-275.88	LEFT
((5, 2), (2, 1))	-736.37	-780.08	-781.01	-988.48	UP
((5, 2), (2, 2))	-748.52	-747.20	-749.14	-1001.28	DOWN
((5, 2), (2, 4))	-691.97	-666.33	-667.04	-925.95	DOWN
((5, 2), (2, 5))	-595.93	-599.11	-593.12	-968.15	LEFT
((5, 2), (2, 8))	-63.19	-68.04	-62.63	-275.34	LEFT
((5, 2), (2, 9))	-46.89	-45.16	-46.38	-101.60	DOWN
((5, 2), (2, 10))	-11.65	-8.48	-8.50	-101.60	DOWN
((5, 2), (2, 11))	-1.60	-1.70	0.00	0.00	LEFT
((5, 2), (3, 1))	-698.53	-780.96	-344.88	-999.42	LEFT
((5, 2), (3, 2))	-775.10	-774.49	-775.15	-956.92	DOWN
((5, 2), (3, 4))	-643.89	-662.68	-643.93	-955.04	UP
((5, 2), (3, 5))	-501.32	-495.22	-495.30	-877.02	DOWN
((5, 2), (3, 7))	-73.78	-82.29	-73.94	-415.24	UP
((5, 2), (3, 8))	-59.99	-64.84	-59.01	-348.71	LEFT
((5, 2), (3, 9))	-60.07	-58.68	-59.18	-415.24	DOWN
((5, 2), (3, 10))	-4.48	-4.50	-4.79	-101.40	UP
((5, 2), (4, 1))	-734.41	-393.66	-374.25	-1015.84	LEFT
((5, 2), (4, 2))	-761.06	-790.16	-768.40	-993.44	UP
((5, 2), (4, 4))	-611.83	-611.47	-611.94	-946.61	DOWN
((5, 2), (4, 5))	-443.12	-442.54	-444.22	-875.29	DOWN
((5, 2), (4, 6))	-250.96	-265.04	-250.63	-694.42	LEFT
((5, 2), (4, 7))	-107.96	-93.89	-94.75	-414.42	DOWN
((5, 2), (4, 8))	-111.04	-125.95	-105.62	-474.18	LEFT
((5, 2), (4, 9))	-77.82	-76.88	-77.06	-414.42	DOWN
((5, 2), (4, 10))	-53.03	-52.27	-52.22	-274.25	LEFT
((5, 4), (1, 1))	-694.19	-692.53	-883.94	-692.39	RIGHT
((5, 4), (1, 2))	-686.64	-685.41	-849.89	-670.08	RIGHT
((5, 4), (1, 3))	-662.57	-661.91	-917.75	-662.51	DOWN
((5, 4), (1, 4))	-593.68	-613.31	-917.75	-593.39	RIGHT
((5, 4), (1, 5))	-611.50	-631.40	-936.80	-612.76	UP
((5, 4), (1, 8))	-90.31	-89.69	-193.42	-90.15	DOWN
((5, 4), (1, 9))	-91.16	-90.91	-476.99	-91.17	DOWN
((5, 4), (1, 10))	-15.67	-15.35	-193.42	-17.20	DOWN
((5, 4), (1, 11))	-9.24	-8.48	-101.80	-9.19	DOWN
((5, 4), (1, 12))	-3.04	-3.40	-193.42	-1.77	RIGHT
((5, 4), (2, 1))	-691.60	-690.70	-866.90	-691.96	DOWN
((5, 4), (2, 2))	-665.09	-660.75	-906.61	-661.89	DOWN
((5, 4), (2, 4))	-611.66	-596.14	-878.75	-594.77	RIGHT
((5, 4), (2, 5))	-511.96	-511.93	-904.83	-512.76	DOWN
((5, 4), (2, 8))	-124.81	-124.97	-275.34	-122.81	RIGHT
((5, 4), (2, 9))	-132.29	-133.05	-476.06	-115.59	RIGHT
((5, 4), (2, 10))	-56.51	-59.67	-275.34	-59.01	UP
((5, 4), (2, 11))	-18.40	-23.66	-193.04	-19.55	UP
((5, 4), (3, 1))	-689.84	-690.91	-906.61	-690.50	UP
((5, 4), (3, 2))	-663.52	-668.32	-925.95	-661.07	RIGHT
((5, 4), (3, 4))	-629.24	-639.40	-966.24	-609.58	RIGHT
((5, 4), (3, 5))	-481.55	-435.62	-844.89	-429.47	RIGHT
((5, 4), (3, 7))	-135.12	-173.94	-529.01	-135.73	UP
((5, 4), (3, 8))	-143.84	-136.98	-529.01	-138.02	DOWN
((5, 4), (3, 9))	-175.07	-152.13	-415.24	-141.88	RIGHT
((5, 4), (3, 10))	-92.10	-84.58	-348.71	-84.96	DOWN
((5, 4), (4, 1))	-729.22	-728.13	-892.48	-728.24	DOWN
((5, 4), (4, 2))	-708.10	-703.93	-933.12	-703.73	RIGHT
((5, 4), (4, 4))	-595.25	-604.12	-946.61	-594.84	RIGHT
((5, 4), (4, 5))	169.37	-38.58	-986.67	-300.20	UP
((5, 4), (4, 6))	-209.00	-240.83	-953.15	95.94	RIGHT
((5, 4), (4, 7))	-149.59	-150.79	-576.37	15.98	RIGHT
((5, 4), (4, 8))	-187.21	-151.81	-659.14	-151.71	RIGHT
((5, 4), (4, 9))	-127.23	-164.51	-619.93	-129.43	UP
((5, 4), (4, 10))	-145.92	-190.80	-619.93	-146.66	UP
((5, 5), (1, 1))	-689.08	-690.12	-695.37	-689.66	UP
((5, 5), (1, 2))	-666.70	-666.29	-666.34	-666.28	RIGHT
((5, 5), (1, 3))	-661.54	-660.68	-661.12	-660.57	RIGHT
((5, 5), (1, 4))	-596.32	-596.47	-596.61	-596.58	UP
((5, 5), (1, 5))	-614.49	-614.55	-615.78	-615.19	UP
((5, 5), (1, 8))	-92.12	-92.30	-92.22	-93.19	UP
((5, 5), (1, 9))	-96.84	-97.71	-97.65	-97.59	UP
((5, 5), (1, 10))	-19.61	-19.20	-19.54	-19.27	DOWN
((5, 5), (1, 11))	-10.82	-11.17	-12.25	-12.44	UP
((5, 5), (1, 12))	-5.75	-4.94	-6.01	-5.51	DOWN
((5, 5), (2, 1))	-694.47	-693.16	-704.30	-693.92	DOWN
((5, 5), (2, 2))	-654.26	-655.37	-655.86	-654.69	UP
((5, 5), (2, 4))	-593.82	-593.76	-615.00	-594.18	DOWN
((5, 5), (2, 5))	-515.18	-514.85	-514.16	-514.48	LEFT
((5, 5), (2, 8))	-128.30	-127.94	-127.88	-129.63	LEFT
((5, 5), (2, 9))	-128.34	-128.77	-151.94	-129.02	UP
((5, 5), (2, 10))	-61.64	-61.56	-61.10	-62.50	LEFT
((5, 5), (2, 11))	-21.38	-23.33	-22.33	-24.07	UP
((5, 5), (3, 1))	-691.37	-690.38	-690.95	-690.05	RIGHT
((5, 5), (3, 2))	-686.13	-682.97	-696.25	-684.16	DOWN
((5, 5), (3, 4))	-617.63	-618.34	-651.91	-618.30	UP
((5, 5), (3, 5))	-429.11	-429.79	-468.80	-428.95	RIGHT
((5, 5), (3, 7))	-145.59	-145.75	-143.37	-146.07	LEFT
((5, 5), (3, 8))	-142.56	-142.53	-142.48	-142.96	LEFT
((5, 5), (3, 9))	-139.64	-140.62	-141.36	-143.22	UP
((5, 5), (3, 10))	-87.21	-86.96	-86.68	-87.55	LEFT
((5, 5), (4, 1))	-730.53	-729.02	-729.71	-729.42	DOWN
((5, 5), (4, 2))	-700.71	-700.71	-702.84	-700.35	RIGHT
((5, 5), (4, 4))	-618.19	-602.59	-596.13	-603.21	LEFT
((5, 5), (4, 5))	-355.09	-353.90	-155.36	-354.58	LEFT
((5, 5), (4, 6))	142.80	32.88	12.65	-21.93	UP
((5, 5), (4, 7))	248.51	64.82	-138.84	88.91	UP
((5, 5), (4, 8))	-71.65	-155.52	-158.38	-155.68	UP
((5, 5), (4, 9))	-147.38	-147.32	-172.06	-147.92	DOWN
((5, 5), (4, 10))	-157.26	-156.93	-224.63	-157.52	DOWN
((5, 6), (1, 1))	-705.98	-683.29	-683.07	-683.26	LEFT
((5, 6), (1, 2))	-668.33	-663.14	-663.82	-662.19	RIGHT
((5, 6), (1, 3))	-659.14	-656.63	-656.96	-656.10	RIGHT
((5, 6), (1, 4))	-622.46	-589.86	-589.71	-589.25	RIGHT
((5, 6), (1, 5))	-610.19	-609.89	-611.09	-609.99	DOWN
((5, 6), (1, 8))	-100.72	-95.86	-95.64	-96.88	LEFT
((5, 6), (1, 9))	-106.10	-106.58	-106.29	-108.00	UP
((5, 6), (1, 10))	-26.50	-24.90	-24.05	-25.09	LEFT
((5, 6), (1, 11))	-15.82	-16.52	-16.68	-17.68	UP
((5, 6), (1, 12))	-10.63	-10.63	-10.82	-9.86	RIGHT
((5, 6), (2, 1))	-695.93	-688.19	-689.03	-689.62	DOWN
((5, 6), (2, 2))	-645.25	-646.32	-645.33	-645.52	UP
((5, 6), (2, 4))	-609.71	-588.87	-591.12	-588.31	RIGHT
((5, 6), (2, 5))	-537.89	-509.43	-510.05	-509.58	DOWN
((5, 6), (2, 8))	-135.10	-135.98	-135.57	-135.86	UP
((5, 6), (2, 9))	-156.44	-132.84	-132.87	-133.41	DOWN
((5, 6), (2, 10))	-78.86	-66.05	-65.97	-65.20	RIGHT
((5, 6), (2, 11))	-26.95	-26.60	-26.40	-27.40	LEFT
((5, 6), (3, 1))	-703.21	-688.10	-687.84	-686.91	RIGHT
((5, 6), (3, 2))	-700.16	-684.27	-683.35	-683.80	LEFT
((5, 6), (3, 4))	-644.84	-618.16	-618.45	-618.19	DOWN
((5, 6), (3, 5))	-424.36	-424.15	-424.62	-423.93	RIGHT
((5, 6), (3, 7))	-149.21	-149.56	-149.20	-149.26	LEFT
((5, 6), (3, 8))	-193.85	-148.90	-148.27	-148.75	LEFT
((5, 6), (3, 9))	-185.70	-143.36	-144.00	-143.33	RIGHT
((5, 6), (3, 10))	-91.55	-89.86	-90.39	-89.81	RIGHT
((5, 6), (4, 1))	-743.11	-725.40	-725.66	-725.41	DOWN
((5, 6), (4, 2))	-696.22	-695.60	-695.98	-695.78	DOWN
((5, 6), (4, 4))	-614.12	-600.64	-599.23	-600.51	LEFT
((5, 6), (4, 5))	-351.52	-352.02	-342.00	-351.30	LEFT
((5, 6), (4, 6))	-962.43	-206.77	74.25	-277.76	LEFT
((5, 6), (4, 7))	141.59	95.70	184.40	-105.37	LEFT
((5, 6), (4, 8))	-203.70	-126.35	-141.20	282.98	RIGHT
((5, 6), (4, 9))	-145.82	-111.53	-155.33	281.50	RIGHT
((5, 6), (4, 10))	-157.37	-157.72	-158.21	-158.57	UP
((5, 7), (1, 1))	-676.50	-676.62	-676.37	-676.47	LEFT
((5, 7), (1, 2))	-653.40	-654.27	-654.60	-654.12	UP
((5, 7), (1, 3))	-648.71	-647.84	-649.66	-648.04	DOWN
((5, 7), (1, 4))	-583.51	-583.02	-584.13	-582.84	RIGHT
((5, 7), (1, 5))	-606.01	-605.98	-607.28	-606.68	DOWN
((5, 7), (1, 8))	-99.69	-99.93	-99.87	-100.06	UP
((5, 7), (1, 9))	-114.88	-115.31	-115.20	-115.81	UP
((5, 7), (1, 10))	-30.34	-30.03	-30.09	-30.10	DOWN
((5, 7), (1, 11))	-22.73	-23.63	-22.44	-23.86	LEFT
((5, 7), (1, 12))	-15.47	-15.31	-16.15	-16.49	DOWN
((5, 7), (2, 1))	-682.79	-682.06	-683.58	-681.79	RIGHT
((5, 7), (2, 2))	-635.08	-634.72	-636.23	-634.35	RIGHT
((5, 7), (2, 4))	-581.14	-580.75	-582.03	-580.98	DOWN
((5, 7), (2, 5))	-504.14	-504.42	-504.71	-503.85	RIGHT
((5, 7), (2, 8))	-141.57	-142.17	-141.81	-142.78	UP
((5, 7), (2, 9))	-138.38	-138.67	-138.22	-138.30	LEFT
((5, 7), (2, 10))	-67.61	-66.88	-66.81	-67.39	LEFT
((5, 7), (2, 11))	-29.82	-29.52	-30.20	-29.67	DOWN
((5, 7), (3, 1))	-681.86	-681.22	-682.10	-680.74	RIGHT
((5, 7), (3, 2))	-678.88	-679.26	-681.76	-678.77	RIGHT
((5, 7), (3, 4))	-613.52	-612.88	-615.40	-613.48	DOWN
((5, 7), (3, 5))	-418.41	-418.56	-418.71	-419.06	UP
((5, 7), (3, 7))	-196.11	-153.16	-152.45	-153.17	LEFT
((5, 7), (3, 8))	-153.98	-151.87	-152.33	-152.70	DOWN
((5, 7), (3, 9))	-144.07	-144.52	-145.68	36.85	RIGHT
((5, 7), (3, 10))	-91.27	-90.79	-91.09	-91.18	DOWN
((5, 7), (4, 1))	-719.07	-718.80	-719.21	-718.28	RIGHT
((5, 7), (4, 2))	-691.88	-691.81	-691.70	-691.25	RIGHT
((5, 7), (4, 4))	-597.36	-597.86	-597.90	-597.85	UP
((5, 7), (4, 5))	-348.45	-349.02	-349.37	-348.87	UP
((5, 7), (4, 6))	-270.10	-272.19	-307.72	-270.06	RIGHT
((5, 7), (4, 7))	-216.13	-171.60	72.64	-171.43	LEFT
((5, 7), (4, 8))	301.94	248.36	241.97	130.68	UP
((5, 7), (4, 9))	267.04	255.14	82.68	366.13	RIGHT
((5, 7), (4, 10))	-160.67	-160.30	-160.57	-82.29	RIGHT
((5, 8), (1, 1))	-671.23	-672.66	-672.26	-672.52	UP
((5, 8), (1, 2))	-645.49	-645.00	-645.76	-645.25	DOWN
((5, 8), (1, 3))	-641.92	-641.12	-641.57	-641.85	DOWN
((5, 8), (1, 4))	-576.88	-577.25	-578.11	-577.29	UP
((5, 8), (1, 5))	-602.37	-601.77	-603.23	-601.65	RIGHT
((5, 8), (1, 8))	-101.85	-101.60	-102.55	-101.86	DOWN
((5, 8), (1, 9))	180.36	-120.37	-120.06	-120.31	UP
((5, 8), (1, 10))	-32.80	-34.62	-33.78	-33.63	UP
((5, 8), (1, 11))	-26.42	-27.04	-26.49	-26.76	UP
((5, 8), (1, 12))	-19.88	-20.53	-20.28	-19.48	RIGHT
((5, 8), (2, 1))	-677.67	-677.25	-678.39	-676.23	RIGHT
((5, 8), (2, 2))	-626.88	-626.62	-627.93	-626.63	DOWN
((5, 8), (2, 4))	-575.41	-575.10	-575.64	-575.31	DOWN
((5, 8), (2, 5))	-498.69	-499.65	-500.08	-499.31	UP
((5, 8), (2, 8))	-146.18	-145.63	-145.82	-145.94	DOWN
((5, 8), (2, 9))	-139.75	-140.58	-140.27	-133.44	RIGHT
((5, 8), (2, 10))	-70.46	-70.39	-69.94	-69.47	RIGHT
((5, 8), (2, 11))	-33.08	-33.71	-33.69	-33.88	UP
((5, 8), (3, 1))	-675.72	-675.09	-676.83	-674.67	RIGHT
((5, 8), (3, 2))	-673.33	-673.56	-674.57	-673.35	UP
((5, 8), (3, 4))	-609.67	-609.52	-609.80	-608.99	RIGHT
((5, 8), (3, 5))	-415.52	-415.79	-415.29	-415.12	RIGHT
((5, 8), (3, 7))	-150.99	-151.17	-151.47	-151.56	UP
((5, 8), (3, 8))	-154.94	-154.17	-154.13	-154.57	LEFT
((5, 8), (3, 9))	277.85	9.13	-119.22	67.08	UP
((5, 8), (3, 10))	-92.34	-93.09	-92.88	-93.36	UP
((5, 8), (4, 1))	-711.65	-711.69	-713.07	-712.57	UP
((5, 8), (4, 2))	-686.66	-687.37	-686.95	-687.08	UP
((5, 8), (4, 4))	-596.40	-595.80	-595.76	-596.13	LEFT
((5, 8), (4, 5))	-345.37	-347.15	-346.78	-345.98	UP
((5, 8), (4, 6))	-266.10	-266.12	-266.30	-266.02	RIGHT
((5, 8), (4, 7))	-167.83	-167.99	-168.71	-168.37	UP
((5, 8), (4, 8))	-159.83	-160.02	242.72	-159.57	LEFT
((5, 8), (4, 9))	344.92	328.96	304.90	451.68	RIGHT
((5, 8), (4, 10))	-162.14	-89.41	-156.60	271.27	RIGHT
((5, 9), (1, 1))	-669.47	-668.53	-671.35	-668.98	DOWN
((5, 9), (1, 2))	-639.31	-637.93	-637.59	-638.39	LEFT
((5, 9), (1, 3))	-638.22	-638.92	-637.02	-637.24	LEFT
((5, 9), (1, 4))	-573.63	-572.59	-573.18	-591.24	DOWN
((5, 9), (1, 5))	-598.49	-598.18	-598.64	-620.40	DOWN
((5, 9), (1, 8))	-102.15	-101.44	-102.08	-112.73	DOWN
((5, 9), (1, 9))	258.33	-122.18	-121.62	-120.53	UP
((5, 9), (1, 10))	-36.02	-35.65	-34.74	-35.62	LEFT
((5, 9), (1, 11))	-28.65	-27.33	-27.87	-27.78	DOWN
((5, 9), (1, 12))	-22.14	-22.43	-22.40	-21.41	RIGHT
((5, 9), (1, 13))	-1.10	0.00	0.00	-1.10	DOWN
((5, 9), (2, 1))	-675.22	-674.28	-676.07	-680.15	DOWN
((5, 9), (2, 2))	-622.93	-623.31	-623.02	-627.75	UP
((5, 9), (2, 4))	-571.85	-571.71	-572.82	-582.63	DOWN
((5, 9), (2, 5))	-495.04	-494.27	-495.19	-510.14	DOWN
((5, 9), (2, 8))	-145.73	-147.08	-145.70	-145.03	RIGHT
((5, 9), (2, 9))	337.94	-31.32	-142.24	-100.69	UP
((5, 9), (2, 10))	-70.63	-71.34	-71.48	-71.19	UP
((5, 9), (2, 11))	-36.28	-36.42	-36.80	-36.51	UP
((5, 9), (3, 1))	-671.70	-669.95	-670.85	-669.99	DOWN
((5, 9), (3, 2))	-668.48	-667.43	-669.35	-695.00	DOWN
((5, 9), (3, 4))	-605.03	-605.54	-607.53	-605.61	UP
((5, 9), (3, 5))	-411.33	-411.05	-411.69	-427.43	DOWN
((5, 9), (3, 7))	-150.66	-149.92	-149.86	-150.05	LEFT
((5, 9), (3, 8))	-154.75	-154.12	-154.04	-171.91	LEFT
((5, 9), (3, 9))	344.60	273.26	246.56	255.60	UP
((5, 9), (3, 10))	-52.81	-95.84	-95.59	-144.78	UP
((5, 9), (4, 1))	-709.20	-709.11	-709.03	-708.49	RIGHT
((5, 9), (4, 2))	-682.90	-682.45	-681.91	-682.71	LEFT
((5, 9), (4, 4))	-594.62	-594.43	-595.10	-599.02	DOWN
((5, 9), (4, 5))	-344.38	-343.99	-343.42	-343.93	LEFT
((5, 9), (4, 6))	-261.20	-261.35	-261.48	-259.93	RIGHT
((5, 9), (4, 7))	-166.97	-166.71	-167.44	-192.52	DOWN
((5, 9), (4, 8))	-158.67	-158.66	-141.30	-156.11	LEFT
((5, 9), (4, 9))	499.69	340.51	324.07	309.82	UP
((5, 9), (4, 10))	108.71	175.72	115.82	431.63	RIGHT
((5, 10), (1, 1))	-667.02	-668.14	-668.36	-839.14	UP
((5, 10), (1, 2))	-629.20	-629.28	-631.27	-873.70	UP
((5, 10), (1, 3))	-635.94	-634.92	-635.77	-835.88	DOWN
((5, 10), (1, 4))	-578.52	-568.54	-569.59	-853.23	DOWN
((5, 10), (1, 5))	-587.06	-586.68	-586.92	-811.58	DOWN
((5, 10), (1, 8))	-84.30	-83.72	-85.82	-416.06	DOWN
((5, 10), (1, 9))	-127.01	-119.93	-69.95	-348.71	LEFT
((5, 10), (1, 10))	-35.77	-55.36	-35.67	-274.25	LEFT
((5, 10), (1, 11))	-26.21	-42.88	-25.75	-273.71	LEFT
((5, 10), (1, 12))	-21.73	-21.65	-23.17	-101.00	DOWN
((5, 10), (1, 13))	0.00	0.00	-1.20	0.00	UP
((5, 10), (2, 1))	-693.51	-667.12	-668.00	-954.20	DOWN
((5, 10), (2, 2))	-639.36	-639.98	-617.24	-872.00	LEFT
((5, 10), (2, 4))	-563.05	-562.64	-564.20	-940.48	DOWN
((5, 10), (2, 5))	-482.43	-481.08	-482.46	-954.10	DOWN
((5, 10), (2, 8))	-141.35	-141.30	-142.17	-415.24	DOWN
((5, 10), (2, 9))	87.83	-141.34	-141.20	-527.96	UP
((5, 10), (2, 10))	-71.88	-72.00	-71.46	-413.61	LEFT
((5, 10), (2, 11))	-69.16	-36.10	-35.64	-273.17	LEFT
((5, 10), (3, 1))	-668.61	-668.68	-667.72	-913.74	LEFT
((5, 10), (3, 2))	-659.76	-657.76	-658.14	-957.84	DOWN
((5, 10), (3, 4))	-601.37	-616.14	-602.90	-866.90	UP
((5, 10), (3, 5))	-378.89	-378.70	-379.56	-829.36	DOWN
((5, 10), (3, 7))	-189.20	-152.68	-147.98	-529.01	LEFT
((5, 10), (3, 8))	-145.31	-144.73	-146.10	-474.18	DOWN
((5, 10), (3, 9))	-8.60	-56.15	285.22	-778.94	LEFT
((5, 10), (3, 10))	287.00	-107.08	-96.54	-656.53	UP
((5, 10), (4, 1))	-704.71	-707.19	-706.21	-870.30	UP
((5, 10), (4, 2))	-677.82	-677.13	-676.51	-788.20	LEFT
((5, 10), (4, 4))	-567.82	-583.87	-566.21	-927.78	LEFT
((5, 10), (4, 5))	-342.92	-344.08	-341.75	-729.05	LEFT
((5, 10), (4, 6))	-248.23	-265.63	-257.64	-782.03	UP
((5, 10), (4, 7))	-150.43	-172.00	-135.47	-694.42	LEFT
((5, 10), (4, 8))	-128.89	-138.11	-130.50	-526.92	UP
((5, 10), (4, 9))	135.14	199.57	384.75	-1000.87	LEFT
((5, 10), (4, 10))	410.94	241.39	230.16	-971.46	UP
((5, 13), (1, 1))	-620.72	-619.29	-768.93	-620.06	DOWN
((5, 13), (1, 2))	-589.89	-590.56	-706.09	-589.62	RIGHT
((5, 13), (1, 3))	-562.55	-561.62	-836.69	-561.98	DOWN
((5, 13), (1, 4))	-515.39	-524.04	-627.89	-518.25	UP
((5, 13), (1, 5))	-485.36	-493.91	-852.39	-498.41	UP
((5, 13), (1, 8))	-89.45	-88.16	-193.23	-87.83	RIGHT
((5, 13), (1, 9))	-84.80	-79.97	-578.08	-78.95	RIGHT
((5, 13), (1, 10))	-29.48	-30.36	-274.52	-28.87	RIGHT
((5, 13), (1, 11))	-11.49	-10.76	-101.10	-13.82	DOWN
((5, 13), (1, 12))	-13.53	-3.98	-100.90	-11.89	DOWN
((5, 13), (2, 1))	-610.64	-609.50	-793.60	-618.81	DOWN
((5, 13), (2, 2))	-560.21	-573.19	-872.85	-558.16	RIGHT
